PoNumber,PostedDate,VendorID,VendorName,InvoiceNo,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,DebitedAmount,Commission,Year,Month,Day,NetSales,DueAmount,PaymentMethods,BankName,PostedNo
PO-202305-1571,2023-05-17,VND001,Creative Corporation,INV-20230517-4159,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,2446.6,67,163922.2,5711.27,158210.93,15142.11,143068.82,12516.2,2023,5,17,130552.62,31794.45,Bkash,,ENT-20230517-01571
PO-202305-1329,2023-05-17,VND004,Organic Solutions,INV-20230517-4458,Personal Toys,PRD0040,Hygiene Products,CAT004,3783.97,100,378397.0,75392.9,303004.1,12961.24,290042.86,12130.01,2023,5,17,277912.85,164449.49,Bank Transfer,Janata Bank,ENT-20230517-01329
PO-202305-1571,2023-05-17,VND001,Creative Corporation,INV-20230517-4159,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,8710.5,361,3144490.5,314449.05,2830041.45,141502.07,2688539.38,134426.97,2023,5,17,2554112.41,770621.98,Bkash,,ENT-20230517-01571
PO-202305-0665,2023-05-16,VND003,Shanti Enterprises,INV-20230516-3636,Face Toner,PRD0033,Hygiene Products,CAT004,4978.99,70,348529.3,19832.71,328696.59,29750.73,298945.86,2148.21,2023,5,16,296797.65,64756.62,Nagad,,ENT-20230516-00665
PO-202305-1629,2023-05-16,VND006,Sun Corporation Ltd.,INV-20230516-1613,Umbrella,PRD0060,Accessories,CAT003,4623.22,75,346741.5,102973.46,243768.04,5662.37,238105.67,4625.56,2023,5,16,233480.11,213135.05,Cash,,ENT-20230516-01629
PO-202305-1770,2023-05-16,VND004,Organic Solutions,INV-20230516-7589,Keychain,PRD0012,Accessories,CAT003,1067.22,21,22411.62,1621.0,20790.62,1776.88,19013.74,870.49,2023,5,16,18143.25,8693.4,Cheque,BRAC Bank,ENT-20230516-01770
PO-202305-1884,2023-05-16,VND001,Creative Corporation,INV-20230516-6098,Makeup Remover,PRD0032,Cosmetics,CAT002,3539.87,8,28318.96,6595.84,21723.12,1370.14,20352.98,551.53,2023,5,16,19801.45,18762.46,Cheque,City Bank,ENT-20230516-01884
PO-202305-0276,2023-05-15,VND004,Organic Solutions,INV-20230515-6958,Body Wash,PRD0058,Hygiene Products,CAT004,1584.57,75,118842.75,7521.32,111321.43,9770.87,101550.56,13577.42,2023,5,15,87973.14,13876.66,Cheque,City Bank,ENT-20230515-00276
PO-202305-0276,2023-05-15,VND004,Organic Solutions,INV-20230515-6958,Body Wash,PRD0058,Hygiene Products,CAT004,8131.76,450,3659292.0,365929.2,3293362.8,164668.14,3128694.66,156434.73,2023,5,15,2972259.93,596095.41,Cheque,City Bank,ENT-20230515-00276
PO-202305-0588,2023-05-15,VND005,Yello Energy Co.,INV-20230515-2936,Face Toner,PRD0033,Hygiene Products,CAT004,2659.85,25,66496.25,18790.36,47705.89,4297.13,43408.76,1842.9,2023,5,15,41565.86,20263.42,Bank Transfer,Dutch Bangla Bank,ENT-20230515-00588
PO-202305-1304,2023-05-14,VND006,Sun Corporation Ltd.,INV-20230514-3681,Keychain,PRD0012,Accessories,CAT003,1688.64,79,133402.56,31657.08,101745.48,8232.51,93512.97,9284.77,2023,5,14,84228.2,62195.11,Cash,,ENT-20230514-01304
PO-202305-0930,2023-05-14,VND006,Sun Corporation Ltd.,INV-20230514-1129,Luggage,PRD0045,Hygiene Products,CAT004,68.15,18,1226.7,75.34,1151.36,69.57,1081.79,155.3,2023,5,14,926.49,905.76,Bank Transfer,Janata Bank,ENT-20230514-00930
PO-202305-1614,2023-05-14,VND007,Style Mart Brand,INV-20230514-9779,Hair Mask,PRD0021,Cosmetics,CAT002,2248.96,40,89958.4,18165.21,71793.19,4889.15,66904.04,1875.5,2023,5,14,65028.54,21833.29,Nagad,,ENT-20230514-01614
PO-202305-1613,2023-05-14,VND007,Style Mart Brand,INV-20230514-2042,Perfume,PRD0014,Cosmetics,CAT002,1395.2,80,111616.0,16818.92,94797.08,8340.55,86456.53,11107.83,2023,5,14,75348.7,14035.57,Cheque,Bkash,ENT-20230514-01613
PO-202305-1590,2023-05-13,VND001,Creative Corporation,INV-20230513-5546,After Sun Lotion,PRD0074,Cosmetics,CAT002,4050.13,38,153904.94,30089.78,123815.16,11285.71,112529.45,3913.8,2023,5,13,108615.65,35349.08,Nagad,,ENT-20230513-01590
PO-202305-1173,2023-05-12,VND004,Organic Solutions,INV-20230512-3278,Body Mist,PRD0035,Cosmetics,CAT002,601.92,66,39726.72,10449.0,29277.72,2663.63,26614.09,3280.39,2023,5,12,23333.7,5353.61,Cheque,BRAC Bank,ENT-20230512-01173
PO-202305-1763,2023-05-12,VND007,Style Mart Brand,INV-20230512-3695,Body Spray,PRD0001,Cosmetics,CAT002,2289.68,19,43503.92,1785.49,41718.43,2135.99,39582.44,1422.72,2023,5,12,38159.72,28951.57,Bank Transfer,Bkash,ENT-20230512-01763
PO-202305-0013,2023-05-12,VND005,Yello Energy Co.,INV-20230512-9776,Face Toner,PRD0033,Hygiene Products,CAT004,3330.06,40,133202.4,38662.64,94539.76,2336.66,92203.1,9567.62,2023,5,12,82635.48,47928.86,Bank Transfer,City Bank,ENT-20230512-00013
PO-202305-1828,2023-05-11,VND006,Sun Corporation Ltd.,INV-20230511-9846,Umbrella,PRD0060,Accessories,CAT003,1410.59,27,38085.93,10295.6,27790.33,1257.64,26532.69,2836.26,2023,5,11,23696.43,9365.23,Cheque,Dutch Bangla Bank,ENT-20230511-01828
PO-202305-1692,2023-05-11,VND005,Yello Energy Co.,INV-20230511-4530,Body Wash,PRD0058,Hygiene Products,CAT004,2666.42,84,223979.28,19365.09,204614.19,2816.66,201797.53,17408.39,2023,5,11,184389.14,32410.45,Cash,,ENT-20230511-01692
PO-202305-1076,2023-05-10,VND007,Style Mart Brand,INV-20230510-8875,Handbag,PRD0020,Accessories,CAT003,3440.8,61,209888.8,22369.02,187519.78,2441.26,185078.52,3155.88,2023,5,10,181922.64,51205.16,Nagad,,ENT-20230510-01076
PO-202305-1534,2023-05-10,VND001,Creative Corporation,INV-20230510-1791,Gloves,PRD0023,Hygiene Products,CAT004,3622.57,23,83319.11,19257.99,64061.12,2348.42,61712.7,1090.36,2023,5,10,60622.34,20364.96,Bkash,,ENT-20230510-01534
PO-202305-0206,2023-05-10,VND006,Sun Corporation Ltd.,INV-20230510-3282,Mouthwash,PRD0025,Hygiene Products,CAT004,75.96,45,3418.2,448.06,2970.14,224.04,2746.1,119.54,2023,5,10,2626.56,430.53,Bkash,,ENT-20230510-00206
PO-202305-1431,2023-05-10,VND004,Organic Solutions,INV-20230510-1626,Feminine Wash,PRD0028,Hygiene Products,CAT004,4701.85,78,366744.3,24860.66,341883.64,27173.28,314710.36,28098.82,2023,5,10,286611.54,50982.09,Cash,,ENT-20230510-01431
PO-202305-1919,2023-05-10,VND002,Kazi Tea IND Ltd.,INV-20230510-3528,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,4544.57,15,68168.55,17756.96,50411.59,2100.98,48310.61,3653.01,2023,5,10,44657.6,23002.3,Nagad,,ENT-20230510-01919
PO-202305-0281,2023-05-09,VND005,Yello Energy Co.,INV-20230509-3622,Feminine Wash,PRD0028,Hygiene Products,CAT004,1777.92,81,144011.52,41123.39,102888.13,7609.5,95278.63,9115.81,2023,5,9,86162.82,3996.16,Bank Transfer,Janata Bank,ENT-20230509-00281
PO-202305-1208,2023-05-08,VND004,Organic Solutions,INV-20230508-5927,Toothpaste,PRD0063,Hygiene Products,CAT004,1519.98,55,83598.9,18434.74,65164.16,6060.02,59104.14,3464.19,2023,5,8,55639.95,5230.38,Bkash,,ENT-20230508-01208
PO-202305-0421,2023-05-08,VND003,Shanti Enterprises,INV-20230508-4655,Face Serum,PRD0053,Cosmetics,CAT002,963.68,41,39510.88,10130.79,29380.09,1311.65,28068.44,628.33,2023,5,8,27440.11,6453.77,Nagad,,ENT-20230508-00421
PO-202305-0433,2023-05-08,VND007,Style Mart Brand,INV-20230508-8035,Makeup Kit,PRD0056,Cosmetics,CAT002,917.53,17,15598.01,1910.18,13687.83,680.35,13007.48,410.84,2023,5,8,12596.64,3673.91,Bank Transfer,Bkash,ENT-20230508-00433
PO-202305-0871,2023-05-08,VND006,Sun Corporation Ltd.,INV-20230508-2621,Shampoo,PRD0007,Hygiene Products,CAT004,2222.63,49,108908.87,22704.41,86204.46,5411.96,80792.5,8665.6,2023,5,8,72126.9,15918.43,Cash,,ENT-20230508-00871
PO-202305-0990,2023-05-08,VND006,Sun Corporation Ltd.,INV-20230508-3252,Diapers,PRD0024,Hygiene Products,CAT004,4987.17,91,453832.47,93247.04,360585.43,35077.44,325507.99,19017.99,2023,5,8,306490.0,255815.61,Cash,,ENT-20230508-00990
PO-202305-1149,2023-05-08,VND005,Yello Energy Co.,INV-20230508-5324,Men Shirt,PRD0010,Fashion Apparel,CAT001,1589.83,69,109698.27,29155.15,80543.12,5676.36,74866.76,9635.38,2023,5,8,65231.38,4998.4,Bkash,,ENT-20230508-01149
PO-202305-0332,2023-05-07,VND007,Style Mart Brand,INV-20230507-7263,Women's Kurti,PRD0081,Fashion Apparel,CAT001,3985.3,39,155426.7,1066.99,154359.71,2729.04,151630.67,13034.03,2023,5,7,138596.64,118173.9,Bank Transfer,Nagad,ENT-20230507-00332
PO-202305-0011,2023-05-07,VND005,Yello Energy Co.,INV-20230507-8803,Face Toner,PRD0033,Hygiene Products,CAT004,2443.84,11,26882.24,6611.17,20271.07,1877.42,18393.65,1323.38,2023,5,7,17070.27,2592.52,Nagad,,ENT-20230507-00011
PO-202305-0449,2023-05-07,VND001,Creative Corporation,INV-20230507-4975,Hair Removal Cream,PRD0018,Cosmetics,CAT002,4245.61,47,199543.67,21183.47,178360.2,11467.06,166893.14,5333.36,2023,5,7,161559.78,86685.38,Cheque,Bkash,ENT-20230507-00449
PO-202305-1052,2023-05-06,VND007,Style Mart Brand,INV-20230506-4799,Sanitary Napkins,PRD0030,Hygiene Products,CAT004,4464.29,48,214285.92,6841.85,207444.07,7123.57,200320.5,10064.31,2023,5,6,190256.19,166513.53,Bank Transfer,Bkash,ENT-20230506-01052
PO-202305-0828,2023-05-06,VND006,Sun Corporation Ltd.,INV-20230506-3281,Hoodie,PRD0075,Fashion Apparel,CAT001,2066.53,22,45463.66,10419.56,35044.1,1354.69,33689.41,4015.38,2023,5,6,29674.03,29347.65,Cheque,Dutch Bangla Bank,ENT-20230506-00828
PO-202305-0233,2023-05-06,VND003,Shanti Enterprises,INV-20230506-3365,Women's Saree,PRD0072,Fashion Apparel,CAT001,1468.23,68,99839.64,15104.87,84734.77,2584.45,82150.32,1276.99,2023,5,6,80873.33,43217.42,Bkash,,ENT-20230506-00233
PO-202305-1829,2023-05-06,VND006,Sun Corporation Ltd.,INV-20230506-5878,Baby Wipes,PRD0069,Hygiene Products,CAT004,667.7,89,59425.3,8416.92,51008.38,4796.89,46211.49,4449.96,2023,5,6,41761.53,5373.54,Cash,,ENT-20230506-01829
PO-202305-1126,2023-05-05,VND004,Organic Solutions,INV-20230505-3340,Hair Removal Cream,PRD0018,Cosmetics,CAT002,5623.39,82,461117.98,46111.8,415006.18,20750.31,394255.87,19712.79,2023,5,5,374543.08,44121.12,Cash,,ENT-20230505-01126
PO-202305-1126,2023-05-05,VND004,Organic Solutions,INV-20230505-3340,Hair Removal Cream,PRD0018,Cosmetics,CAT002,747.69,22,16449.18,512.66,15936.52,637.57,15298.95,74.42,2023,5,5,15224.53,3828.36,Cash,,ENT-20230505-01126
PO-202305-0553,2023-05-05,VND001,Creative Corporation,INV-20230505-8211,Belt,PRD0002,Accessories,CAT003,1327.49,48,63719.52,6892.54,56826.98,848.63,55978.35,3844.73,2023,5,5,52133.62,29890.57,Cheque,Janata Bank,ENT-20230505-00553
PO-202305-1726,2023-05-04,VND004,Organic Solutions,INV-20230504-7515,Belt,PRD0002,Accessories,CAT003,321.87,4,1287.48,317.29,970.19,18.03,952.16,85.0,2023,5,4,867.16,355.13,Bkash,,ENT-20230504-01726
PO-202305-0054,2023-05-04,VND004,Organic Solutions,INV-20230504-4687,Lipstick,PRD0061,Cosmetics,CAT002,4655.21,74,344485.54,96839.71,247645.83,7024.96,240620.87,22870.58,2023,5,4,217750.29,169963.81,Cash,,ENT-20230504-00054
PO-202305-1732,2023-05-04,VND005,Yello Energy Co.,INV-20230504-3597,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,4331.44,1,4331.44,1024.11,3307.33,286.69,3020.64,387.98,2023,5,4,2632.66,912.22,Nagad,,ENT-20230504-01732
PO-202305-1074,2023-05-03,VND002,Kazi Tea IND Ltd.,INV-20230503-1840,Men Shirt,PRD0010,Fashion Apparel,CAT001,1699.92,100,169992.0,29137.69,140854.31,11293.37,129560.94,13980.5,2023,5,3,115580.44,94585.49,Bank Transfer,Sonali Bank,ENT-20230503-01074
PO-202305-1505,2023-05-03,VND003,Shanti Enterprises,INV-20230503-6007,Disinfectant Spray,PRD0037,Cosmetics,CAT002,1961.37,45,88261.65,23302.8,64958.85,471.37,64487.48,6341.57,2023,5,3,58145.91,52679.98,Bkash,,ENT-20230503-01505
PO-202305-1128,2023-05-03,VND003,Shanti Enterprises,INV-20230503-7425,Hat,PRD0019,Accessories,CAT003,1975.6,46,90877.6,3278.62,87598.98,4448.45,83150.53,1364.02,2023,5,3,81786.51,55296.98,Cheque,Bkash,ENT-20230503-01128
PO-202305-0468,2023-05-02,VND005,Yello Energy Co.,INV-20230502-5117,Body Oil,PRD0059,Cosmetics,CAT002,3270.04,28,91561.12,11724.16,79836.96,625.49,79211.47,11116.41,2023,5,2,68095.06,10892.18,Bkash,,ENT-20230502-00468
PO-202305-1769,2023-05-01,VND007,Style Mart Brand,INV-20230501-4197,Men Shirt,PRD0010,Fashion Apparel,CAT001,4270.29,28,119568.12,1948.8,117619.32,3948.23,113671.09,2817.8,2023,5,1,110853.29,103874.03,Nagad,,ENT-20230501-01769
PO-202305-1769,2023-05-01,VND007,Style Mart Brand,INV-20230501-4197,Men Shirt,PRD0010,Fashion Apparel,CAT001,2622.82,433,1135681.06,113568.11,1022112.95,51105.65,971007.3,48550.37,2023,5,1,922456.93,209077.27,Nagad,,ENT-20230501-01769
PO-202305-1769,2023-05-01,VND007,Style Mart Brand,INV-20230501-4197,Men Shirt,PRD0010,Fashion Apparel,CAT001,5078.74,289,1467755.86,146775.59,1320980.27,66049.01,1254931.26,62746.56,2023,5,1,1192184.7,299485.04,Nagad,,ENT-20230501-01769
PO-202304-0864,2023-04-30,VND003,Shanti Enterprises,INV-20230430-2017,Disinfectant Spray,PRD0037,Cosmetics,CAT002,4565.08,79,360641.32,3348.57,357292.75,26545.08,330747.67,3370.96,2023,4,30,327376.71,176484.88,Nagad,,ENT-20230430-00864
PO-202304-0552,2023-04-30,VND003,Shanti Enterprises,INV-20230430-6059,Belt,PRD0002,Accessories,CAT003,2732.37,45,122956.65,18848.41,104108.24,5760.12,98348.12,7632.13,2023,4,30,90715.99,59423.77,Cash,,ENT-20230430-00552
PO-202304-1180,2023-04-29,VND007,Style Mart Brand,INV-20230429-7554,Makeup Kit,PRD0056,Cosmetics,CAT002,1969.19,38,74829.22,12918.42,61910.8,3175.91,58734.89,4335.09,2023,4,29,54399.8,43883.31,Nagad,,ENT-20230429-01180
PO-202304-0075,2023-04-28,VND002,Kazi Tea IND Ltd.,INV-20230428-6622,Belt,PRD0002,Accessories,CAT003,3182.32,38,120928.16,1048.22,119879.94,81.83,119798.11,4571.12,2023,4,28,115226.99,84409.22,Cheque,Janata Bank,ENT-20230428-00075
PO-202304-1119,2023-04-28,VND002,Kazi Tea IND Ltd.,INV-20230428-5851,Compact Powder,PRD0042,Cosmetics,CAT002,2067.76,37,76507.12,20133.21,56373.91,3968.44,52405.47,443.54,2023,4,28,51961.93,27802.35,Bkash,,ENT-20230428-01119
PO-202304-0710,2023-04-28,VND001,Creative Corporation,INV-20230428-7663,Jewelry Set,PRD0044,Accessories,CAT003,1822.02,42,76524.84,14940.25,61584.59,887.15,60697.44,2791.49,2023,4,28,57905.95,26847.32,Bkash,,ENT-20230428-00710
PO-202304-1860,2023-04-27,VND001,Creative Corporation,INV-20230427-5584,Underarm Whitening Cream,PRD0050,Cosmetics,CAT002,1674.59,15,25118.85,2009.52,23109.33,1162.01,21947.32,2052.72,2023,4,27,19894.6,15951.29,Cheque,City Bank,ENT-20230427-01860
PO-202304-1218,2023-04-27,VND003,Shanti Enterprises,INV-20230427-8777,Women's Leggings,PRD0079,Fashion Apparel,CAT001,2374.66,63,149603.58,39395.44,110208.14,5717.6,104490.54,10284.61,2023,4,27,94205.93,4264.85,Cash,,ENT-20230427-01218
PO-202304-0252,2023-04-27,VND005,Yello Energy Co.,INV-20230427-8612,Hair Removal Cream,PRD0018,Cosmetics,CAT002,2171.23,99,214951.77,11333.17,203618.6,8334.88,195283.72,7417.48,2023,4,27,187866.24,89929.27,Cash,,ENT-20230427-00252
PO-202304-1063,2023-04-27,VND004,Organic Solutions,INV-20230427-9934,Women's Skirt,PRD0046,Fashion Apparel,CAT001,1102.36,79,87086.44,20667.34,66419.1,5218.77,61200.33,2783.8,2023,4,27,58416.53,47169.6,Nagad,,ENT-20230427-01063
PO-202304-0813,2023-04-26,VND003,Shanti Enterprises,INV-20230426-3341,Body Wash,PRD0058,Hygiene Products,CAT004,3441.09,36,123879.24,8065.91,115813.33,10773.65,105039.68,3403.03,2023,4,26,101636.65,12441.76,Cash,,ENT-20230426-00813
PO-202304-0813,2023-04-26,VND003,Shanti Enterprises,INV-20230426-3341,Body Wash,PRD0058,Hygiene Products,CAT004,8533.6,81,691221.6,69122.16,622099.44,31104.97,590994.47,29549.72,2023,4,26,561444.75,115344.33,Cash,,ENT-20230426-00813
PO-202304-0724,2023-04-26,VND001,Creative Corporation,INV-20230426-5956,Face Cream,PRD0034,Cosmetics,CAT002,2809.02,58,162923.16,21437.5,141485.66,13954.68,127530.98,6675.3,2023,4,26,120855.68,89767.33,Cheque,Janata Bank,ENT-20230426-00724
PO-202304-0814,2023-04-25,VND006,Sun Corporation Ltd.,INV-20230425-8515,Men's Nightwear,PRD0048,Fashion Apparel,CAT001,4081.65,52,212245.8,5511.23,206734.57,8458.82,198275.75,10241.91,2023,4,25,188033.84,169916.38,Bkash,,ENT-20230425-00814
PO-202304-0580,2023-04-25,VND002,Kazi Tea IND Ltd.,INV-20230425-8793,Face Serum,PRD0053,Cosmetics,CAT002,4593.38,62,284789.56,20701.21,264088.35,5840.39,258247.96,34539.27,2023,4,25,223708.69,199742.09,Bkash,,ENT-20230425-00580
PO-202304-0020,2023-04-24,VND006,Sun Corporation Ltd.,INV-20230424-2627,Condom,PRD0009,Hygiene Products,CAT004,791.52,29,22954.08,3369.5,19584.58,891.39,18693.19,1774.52,2023,4,24,16918.67,15764.04,Cheque,Nagad,ENT-20230424-00020
PO-202304-0434,2023-04-24,VND006,Sun Corporation Ltd.,INV-20230424-5242,Disinfectant Spray,PRD0037,Cosmetics,CAT002,1289.51,48,61896.48,14877.47,47019.01,3642.3,43376.71,3384.78,2023,4,24,39991.93,22379.64,Bank Transfer,Dutch Bangla Bank,ENT-20230424-00434
PO-202304-0549,2023-04-24,VND005,Yello Energy Co.,INV-20230424-7056,Disinfectant Spray,PRD0037,Cosmetics,CAT002,4960.88,64,317496.32,53894.61,263601.71,6288.86,257312.85,32666.04,2023,4,24,224646.81,124350.22,Cash,,ENT-20230424-00549
PO-202304-1195,2023-04-23,VND006,Sun Corporation Ltd.,INV-20230423-4695,Hair Dryer,PRD0013,Hygiene Products,CAT004,4709.06,66,310797.96,46895.59,263902.37,23845.28,240057.09,12599.43,2023,4,23,227457.66,157437.08,Bkash,,ENT-20230423-01195
PO-202304-1367,2023-04-22,VND004,Organic Solutions,INV-20230422-6359,Face Wash,PRD0022,Hygiene Products,CAT004,1301.42,31,40344.02,4723.59,35620.43,2955.67,32664.76,2286.83,2023,4,22,30377.93,22774.9,Nagad,,ENT-20230422-01367
PO-202304-0656,2023-04-22,VND007,Style Mart Brand,INV-20230422-4053,Women's Nightwear,PRD0003,Fashion Apparel,CAT001,4217.39,11,46391.29,10088.88,36302.41,1382.24,34920.17,2836.53,2023,4,22,32083.64,13442.71,Bkash,,ENT-20230422-00656
PO-202304-1415,2023-04-22,VND005,Yello Energy Co.,INV-20230422-2397,Aftershave,PRD0057,Hygiene Products,CAT004,1257.49,26,32694.74,8103.71,24591.03,802.4,23788.63,53.1,2023,4,22,23735.53,13000.93,Bank Transfer,Rupali Bank,ENT-20230422-01415
PO-202304-1789,2023-04-22,VND002,Kazi Tea IND Ltd.,INV-20230422-1207,Hand Sanitizer,PRD0004,Hygiene Products,CAT004,4981.96,78,388592.88,107476.9,281115.98,5001.85,276114.13,37134.27,2023,4,22,238979.86,226278.08,Cash,,ENT-20230422-01789
PO-202304-1262,2023-04-21,VND004,Organic Solutions,INV-20230421-1279,Personal Lubricant,PRD0070,Hygiene Products,CAT004,4837.62,81,391847.22,109980.68,281866.54,15525.5,266341.04,23971.4,2023,4,21,242369.64,194942.89,Bank Transfer,Dutch Bangla Bank,ENT-20230421-01262
PO-202304-1110,2023-04-21,VND005,Yello Energy Co.,INV-20230421-5509,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,3622.61,66,239092.26,41571.09,197521.17,928.42,196592.75,8994.82,2023,4,21,187597.93,175009.32,Bank Transfer,Dutch Bangla Bank,ENT-20230421-01110
PO-202304-0465,2023-04-20,VND005,Yello Energy Co.,INV-20230420-5846,Personal Lubricant,PRD0070,Hygiene Products,CAT004,1159.35,12,13912.2,160.54,13751.66,305.0,13446.66,1929.37,2023,4,20,11517.29,3779.53,Cheque,Janata Bank,ENT-20230420-00465
PO-202304-0885,2023-04-20,VND006,Sun Corporation Ltd.,INV-20230420-5017,Hair Straightener,PRD0073,Hygiene Products,CAT004,2695.54,35,94343.9,20590.18,73753.72,3547.73,70205.99,8861.1,2023,4,20,61344.89,25904.48,Bank Transfer,BRAC Bank,ENT-20230420-00885
PO-202304-1203,2023-04-19,VND001,Creative Corporation,INV-20230419-2943,Hair Accessories,PRD0029,Hygiene Products,CAT004,4210.18,125,526272.5,52627.25,473645.25,23682.26,449962.99,22498.15,2023,4,19,427464.84,152138.68,Bank Transfer,Nagad,ENT-20230419-01203
PO-202304-0694,2023-04-19,VND005,Yello Energy Co.,INV-20230419-8123,Jewelry Set,PRD0044,Accessories,CAT003,1263.49,99,125085.51,3063.06,122022.45,5163.82,116858.63,16266.67,2023,4,19,100591.96,62720.19,Bank Transfer,Sonali Bank,ENT-20230419-00694
PO-202304-1203,2023-04-19,VND001,Creative Corporation,INV-20230419-2943,Hair Accessories,PRD0029,Hygiene Products,CAT004,1127.74,66,74430.84,22297.25,52133.59,3068.87,49064.72,6279.06,2023,4,19,42785.66,3760.15,Bank Transfer,Nagad,ENT-20230419-01203
PO-202304-0082,2023-04-18,VND003,Shanti Enterprises,INV-20230418-8858,Backpack,PRD0038,Hygiene Products,CAT004,4601.49,14,64420.86,17828.31,46592.55,3729.72,42862.83,983.5,2023,4,18,41879.33,34979.3,Bkash,,ENT-20230418-00082
PO-202304-0661,2023-04-18,VND007,Style Mart Brand,INV-20230418-1655,Gloves,PRD0023,Hygiene Products,CAT004,779.27,84,65458.68,4340.8,61117.88,5714.01,55403.87,2141.48,2023,4,18,53262.39,10928.21,Cash,,ENT-20230418-00661
PO-202304-1358,2023-04-17,VND003,Shanti Enterprises,INV-20230417-6418,Watch,PRD0043,Accessories,CAT003,1359.79,67,91105.93,15583.72,75522.21,49.57,75472.64,4673.77,2023,4,17,70798.87,40611.89,Cheque,BRAC Bank,ENT-20230417-01358
PO-202304-0556,2023-04-16,VND001,Creative Corporation,INV-20230416-2725,Sunscreen,PRD0068,Hygiene Products,CAT004,1760.41,98,172520.18,50297.54,122222.64,9540.32,112682.32,16198.13,2023,4,16,96484.19,39718.6,Nagad,,ENT-20230416-00556
PO-202304-1496,2023-04-16,VND004,Organic Solutions,INV-20230416-1897,Hair Spray,PRD0071,Cosmetics,CAT002,3674.94,125,459367.5,45936.75,413430.75,20671.54,392759.21,19637.96,2023,4,16,373121.25,15755.66,Bkash,,ENT-20230416-01496
PO-202304-1496,2023-04-16,VND004,Organic Solutions,INV-20230416-1897,Hair Spray,PRD0071,Cosmetics,CAT002,1322.23,61,80656.03,5547.61,75108.42,4129.27,70979.15,10056.18,2023,4,16,60922.97,50875.61,Bkash,,ENT-20230416-01496
PO-202304-1382,2023-04-15,VND001,Creative Corporation,INV-20230415-8045,Body Mist,PRD0035,Cosmetics,CAT002,4696.82,76,356958.32,70623.74,286334.58,6107.75,280226.83,40194.07,2023,4,15,240032.76,104016.03,Bkash,,ENT-20230415-01382
PO-202304-0904,2023-04-15,VND005,Yello Energy Co.,INV-20230415-9980,Men Polo Shirt,PRD0080,Fashion Apparel,CAT001,3810.52,57,217199.64,31201.3,185998.34,10451.97,175546.37,9245.77,2023,4,15,166300.6,93904.04,Cash,,ENT-20230415-00904
PO-202304-1260,2023-04-15,VND005,Yello Energy Co.,INV-20230415-8781,Face Mask,PRD0054,Cosmetics,CAT002,4453.13,76,338437.88,33357.33,305080.55,30458.92,274621.63,6071.1,2023,4,15,268550.53,180844.19,Nagad,,ENT-20230415-01260
PO-202304-0128,2023-04-15,VND004,Organic Solutions,INV-20230415-2488,Face Serum,PRD0053,Cosmetics,CAT002,2871.58,83,238341.14,19053.04,219288.1,8285.35,211002.75,4417.38,2023,4,15,206585.37,7129.66,Cheque,Janata Bank,ENT-20230415-00128
PO-202304-1630,2023-04-14,VND002,Kazi Tea IND Ltd.,INV-20230414-8480,Beard Oil,PRD0049,Cosmetics,CAT002,3866.42,19,73461.98,19668.18,53793.8,1557.66,52236.14,2503.5,2023,4,14,49732.64,12203.37,Cheque,Janata Bank,ENT-20230414-01630
PO-202304-1266,2023-04-14,VND002,Kazi Tea IND Ltd.,INV-20230414-8328,Women's Leggings,PRD0079,Fashion Apparel,CAT001,221.62,97,21497.14,587.28,20909.86,684.05,20225.81,2365.92,2023,4,14,17859.89,14480.88,Bkash,,ENT-20230414-01266
PO-202304-0630,2023-04-14,VND004,Organic Solutions,INV-20230414-4499,Hair Mask,PRD0021,Cosmetics,CAT002,3294.86,90,296537.4,9105.94,287431.46,15180.29,272251.17,2972.99,2023,4,14,269278.18,203697.82,Cash,,ENT-20230414-00630
PO-202304-0111,2023-04-14,VND001,Creative Corporation,INV-20230414-5143,Face Cream,PRD0034,Cosmetics,CAT002,3792.55,72,273063.6,40424.18,232639.42,19877.01,212762.41,23341.26,2023,4,14,189421.15,107752.37,Bank Transfer,Janata Bank,ENT-20230414-00111
PO-202304-1961,2023-04-13,VND005,Yello Energy Co.,INV-20230413-9937,Women's Top,PRD0005,Fashion Apparel,CAT001,2524.6,47,118656.2,872.12,117784.08,9037.1,108746.98,3056.29,2023,4,13,105690.69,52561.52,Cheque,Dutch Bangla Bank,ENT-20230413-01961
PO-202304-0044,2023-04-13,VND001,Creative Corporation,INV-20230413-9382,Hair Accessories,PRD0029,Hygiene Products,CAT004,3083.96,36,111022.56,17539.63,93482.93,974.6,92508.33,13829.47,2023,4,13,78678.86,31359.96,Cheque,Rupali Bank,ENT-20230413-00044
PO-202304-1667,2023-04-13,VND003,Shanti Enterprises,INV-20230413-9754,Sanitary Napkins,PRD0030,Hygiene Products,CAT004,2878.26,36,103617.36,31068.25,72549.11,2633.42,69915.69,5422.88,2023,4,13,64492.81,8209.46,Nagad,,ENT-20230413-01667
